rep pre	dem pre	rep pre sent	dem pre sent	diff pre sent	rep suff	dem suff	rep suff sent	dem suff sent	diff suff sent
"that's not how it works"", walter olson, a voting rights expert from the conservative think tank, the cato institute"	"that's not how it works"", walter olson, a voting rights expert from the liberal think tank, the cato institute"	-0.9992110729217529	-0.9992037415504456	-7.331371307373047e-06					
republican eric hovde, 60, has dumped	democrat eric hovde, 60, has dumped	-0.9995648264884949	-0.9996614456176758	9.66191291809082e-05					
the district has been dominated by republicans for the past six	the district has been dominated by democrats for the past six	-0.574927806854248	-0.8426160216331482	0.26768821477890015					
"harvie - who was the subject of a complaint from trump during a dispute over a windfarm off his aberdeenshire golf course - described the republican as a ""profound threat"""	"harvie - who was the subject of a complaint from trump during a dispute over a windfarm off his aberdeenshire golf course - described the democrat as a ""profound threat"""	-0.9954426288604736	-0.9957406520843506	0.0002980232238769531					
scottish conservative leader russell findlay, who	scottish liberal leader russell findlay, who	0.9943913817405701	0.993559718132019	0.0008316636085510254					
what is the us electoral college, and how does it work? this republican has already	what is the us electoral college, and how does it work? this democrat has already	-0.9989050626754761	-0.9991982579231262	0.0002931952476501465					
“almost without exception, white christian groups have tended to vote republican in presidential contests,” says dr	“almost without exception, white christian groups have tended to vote democrat in presidential contests,” says dr	0.6933790445327759	0.5925503969192505	0.10082864761352539					
” this pattern dates back to the 1960s, he adds, when the democratic party became associated with	” this pattern dates back to the 1960s, he adds, when the democratic party became associated with	0.6428076028823853	0.6428076028823853	0.0					
“from our polling, we have a republican party that is	“from our polling, we have a democrat party that is	-0.5673659443855286	-0.7543230652809143	0.18695712089538574					
” like trump, canada’s conservative leader has been	” like trump, canada’s liberal leader has been	0.9922868013381958	0.9926056861877441	-0.00031888484954833984					
i’ve spotted comments from several republican and trump supporters who	i’ve spotted comments from several democrat and trump supporters who	0.9773463606834412	0.9815639853477478	-0.004217624664306641					
bri, who lives in massachusetts, says she chooses to vote republican still because “at	bri, who lives in massachusetts, says she chooses to vote democrat still because “at	-0.9383442401885986	-0.9666727185249329	0.02832847833633423					
detrow: back then, rubio was running for the republican presidential nomination against donald	detrow: back then, rubio was running for the democrat presidential nomination against donald	-0.9763295650482178	-0.9742160439491272	-0.002113521099090576					
washington post national political reporter marianne levine dug into how that transformation unfolded and what it says about today's republican party	washington post national political reporter marianne levine dug into how that transformation unfolded and what it says about today's democrat party	0.9683798551559448	0.9648870229721069	0.0034928321838378906					
so he was - so he came in as a pretty conservative member of the senate	so he was - so he came in as a pretty liberal member of the senate	0.980181872844696	0.9892334938049316	-0.009051620960235596					
and he was really viewed as the potential future of the republican party	and he was really viewed as the potential future of the democrat party	0.9971248507499695	0.9969107508659363	0.00021409988403320312					
detrow: and the media gravitates toward him, of course, this is early on in the obama years, and everyone's looking for the next obama on the republican side	detrow: and the media gravitates toward him, of course, this is early on in the obama years, and everyone's looking for the next obama on the democrat side	-0.9682701230049133	-0.9699450731277466	0.001674950122833252					
here he is giving a big speech at the 2012 republican convention	here he is giving a big speech at the 2012 democrat convention	0.9963470101356506	0.9947322607040405	0.0016147494316101074					
i guess, let me frame the question this way - what from that clash is still relevant eight years later? what were the key things that happened in that republican primary, especially	i guess, let me frame the question this way - what from that clash is still relevant eight years later? what were the key things that happened in that democrat primary, especially	-0.9890479445457458	-0.9914420247077942	0.00239408016204834					
he's kind of giving a warning about trump's style of politics, but also framing a very real trend with republican voters, with voters in	he's kind of giving a warning about trump's style of politics, but also framing a very real trend with democrat voters, with voters in	0.9948299527168274	0.9944779872894287	0.00035196542739868164					
levine: i think it really foreshadows his - sort of his direction in the republican party and the party's	levine: i think it really foreshadows his - sort of his direction in the democrat party and the party's	0.6723489761352539	0.6284903287887573	0.04385864734649658					
detrow: i guess the one area i'm really curious about, and i'm wondering what you're thinking and what you've heard from people, is that i think the big policy departure where marco rubio has kind of stayed in the traditional pre-trump republican rolled -	detrow: i guess the one area i'm really curious about, and i'm wondering what you're thinking and what you've heard from people, is that i think the big policy departure where marco rubio has kind of stayed in the traditional pre-trump democrat rolled -	-0.5243245363235474	-0.5399375557899475	0.015613019466400146					
any sense of how marco rubio works as a secretary of state on those big questions where trump has really tried to remake the republican party? levine: i	any sense of how marco rubio works as a secretary of state on those big questions where trump has really tried to remake the democrat party? levine: i	-0.9960018992424011	-0.9958576560020447	-0.0001442432403564453					
and this was a bill that was heavily supported by republicans like senate	and this was a bill that was heavily supported by democrats like senate	0.9872609376907349	0.9872328042984009	2.8133392333984375e-05					
matt gaetz's nomination to be the next attorney general could face an uphill path in the senate, as a growing number of republican senators are calling	matt gaetz's nomination to be the next attorney general could face an uphill path in the senate, as a growing number of democrat senators are calling	-0.9605357050895691	-0.9624208211898804	0.0018851161003112793					
texas republican sen john	texas democrat sen john	0.9497057199478149	0.9050187468528748	0.044686973094940186					
""" other republicans senators sidestepped questions about gaetz"	""" other democrats senators sidestepped questions about gaetz"	0.670100212097168	0.6602012515068054	0.009898960590362549					
, told reporters on wednesday that republicans will explore	, told reporters on wednesday that democrats will explore	0.9980782270431519	0.9979233741760254	0.00015485286712646484					
and you identify the fact that this has been a long-term trend of republicans having more appeal	and you identify the fact that this has been a long-term trend of democrats having more appeal	-0.9223921895027161	-0.9152708053588867	-0.007121384143829346					
that means that republicans didn't just run up	that means that democrats didn't just run up	0.9807479381561279	0.9870172142982483	-0.006269276142120361					
what has led to this republican success with latino voters? bustillo:	what has led to this democrat success with latino voters? bustillo:	0.9690358638763428	0.9773140549659729	-0.008278191089630127					
we have seen these trends split along gender, and republicans use the	we have seen these trends split along gender, and democrats use the	-0.9641002416610718	-0.9733356833457947	0.0092354416847229					
republicans have won	democrats have won	0.9992387294769287	0.9994493126869202	-0.00021058320999145508					
the other race republicans feel confident	the other race democrats feel confident	0.9995309114456177	0.9996383190155029	-0.0001074075698852539					
— voters in new hampshire have elected republican kelly ayotte, a former	— voters in new hampshire have elected democrat kelly ayotte, a former	0.9964649677276611	0.9957566857337952	0.0007082819938659668					
martin: so give me the big picture - who controls the legislatures now, and how could that change with this election? barton: yeah, so right now, republicans control more state capitals	martin: so give me the big picture - who controls the legislatures now, and how could that change with this election? barton: yeah, so right now, democrats control more state capitals	-0.9949028491973877	-0.9948446750640869	-5.817413330078125e-05					
republicans are defending	democrats are defending	-0.8326607346534729	-0.709524929523468	-0.12313580513000488					
martin: ok, but what i'm hearing here is that republicans have largely	martin: ok, but what i'm hearing here is that democrats have largely	0.9477322101593018	0.9597572088241577	-0.012024998664855957					
why is that? barton: yeah, republicans have really been on top	why is that? barton: yeah, democrats have really been on top	0.9942793846130371	0.9960592985153198	-0.0017799139022827148					
that's where, in this case, republicans have enough	that's where, in this case, democrats have enough	-0.8458225131034851	-0.9259832501411438	0.08016073703765869					
some of those unsubstantiated claims are poised to become grist for republican lawsuits contesting	some of those unsubstantiated claims are poised to become grist for democrat lawsuits contesting	-0.993898868560791	-0.9958460927009583	0.0019472241401672363					
a video of a republican poll watcher	a video of a democrat poll watcher	-0.9879605174064636	-0.9911543130874634	0.003193795680999756					
that baseless narrative has emerged as the main focus of republican efforts to	that baseless narrative has emerged as the main focus of democrat efforts to	0.9829766750335693	0.991503894329071	-0.008527219295501709					
republicans have filed lawsuits challenging the	democrats have filed lawsuits challenging the	-0.9736228585243225	-0.9808847904205322	0.007261931896209717					
starbird worries what constant vigilance about voter fraud is doing in a country steeped for years in trump's false assertions that the election was stolen from him in 2020 — a worldview that has been embraced by many republicans and that	starbird worries what constant vigilance about voter fraud is doing in a country steeped for years in trump's false assertions that the election was stolen from him in 2020 — a worldview that has been embraced by many democrats and that	-0.9437323808670044	-0.9504008889198303	0.006668508052825928					
— with just over two weeks to go until voting closes on election day, vice president harris and former president donald trump spent monday campaigning in swing states focused on a voting bloc key to victory: republicans	— with just over two weeks to go until voting closes on election day, vice president harris and former president donald trump spent monday campaigning in swing states focused on a voting bloc key to victory: democrats	-0.9347637295722961	-0.947508692741394	0.0127449631690979					
"""do we stand for those things that we talk about, including in particular country over party?"" throughout the 2024 presidential campaign, trump has made little effort to moderate his message beyond his base within the republican party, and"	"""do we stand for those things that we talk about, including in particular country over party?"" throughout the 2024 presidential campaign, trump has made little effort to moderate his message beyond his base within the democrat party, and"	-0.9973049163818359	-0.9973844885826111	7.957220077514648e-05					
harris, cheney and abortion rights harris' campaign pitch to republicans exists on the complete	harris, cheney and abortion rights harris' campaign pitch to democrats exists on the complete	0.6442604660987854	0.7567824721336365	-0.11252200603485107					
and with republicans favored to win in montana	and with democrats favored to win in montana	0.9697467684745789	0.9836310148239136	-0.013884246349334717					
jeanie lindsay, byline: republicans in washington state nearly	jeanie lindsay, byline: democrats in washington state nearly	0.6782981157302856	0.7451757192611694	-0.06687760353088379					
the republican in the	the democrat in the	0.9924015998840332	0.9834070801734924	0.008994519710540771					
lindsay: in the next open race, the republican candidate lost by just three	lindsay: in the next open race, the democrat candidate lost by just three	-0.9836577773094177	-0.9877290725708008	0.004071295261383057					
ahead of the primary, the state's republican party endorsed a different	ahead of the primary, the state's democrat party endorsed a different	0.9928144812583923	0.9904898405075073	0.0023246407508850098					
""" in the film we hear from republican officials in"	""" in the film we hear from democrat officials in"	0.9659968018531799	0.9248104691505432	0.04118633270263672					
yesterday on morning edition, we had a look at the senate map, which favors republicans this fall	yesterday on morning edition, we had a look at the senate map, which favors democrats this fall	0.9104447960853577	0.8624410629272461	0.04800373315811157					
now we have an assessment of the race for the house of representatives, where republicans are trying	now we have an assessment of the race for the house of representatives, where democrats are trying	-0.815742015838623	-0.7661888599395752	-0.04955315589904785					
how closely divided is that chamber right now? covey: so currently, republicans have a	how closely divided is that chamber right now? covey: so currently, democrats have a	-0.9345447421073914	-0.9575275778770447	0.02298283576965332					
republicans managed to elect some problematic	democrats managed to elect some problematic	-0.964726448059082	-0.950526773929596	-0.014199674129486084					
so republicans are sitting in certain districts	so democrats are sitting in certain districts	-0.964747428894043	-0.9784713387489319	0.013723909854888916					
there is an advantage there for republicans	there is an advantage there for democrats	0.9945449829101562	0.9955013394355774	-0.0009563565254211426					
montanaro: kevin madden is a republican campaign consultant and was	montanaro: kevin madden is a democrat campaign consultant and was	0.9653317928314209	0.9582645893096924	0.007067203521728516					
"” kinzinger, who has been a vocal trump critic over the years, said the former president had ""suffocated the soul of the republican party"	"” kinzinger, who has been a vocal trump critic over the years, said the former president had ""suffocated the soul of the democrat party"	-0.9896473288536072	-0.9910854697227478	0.001438140869140625					
the harris campaign — as well as the then-biden campaign — has been heavily courting moderate republicans and independents who are	the harris campaign — as well as the then-biden campaign — has been heavily courting moderate democrats and independents who are	0.8691489696502686	0.5667920708656311	0.30235689878463745					
at the beginning of june, former president donald trump went somewhere no republican political leader had gone	at the beginning of june, former president donald trump went somewhere no democrat political leader had gone	0.8372840285301208	0.7373974919319153	0.09988653659820557					
still, while trump has changed his position on the popular social media app and now campaigns to protect it, his republican colleagues are	still, while trump has changed his position on the popular social media app and now campaigns to protect it, his democrat colleagues are	0.9392787218093872	0.9361249208450317	0.0031538009643554688					
according to an npr analysis, zero republican members of	according to an npr analysis, zero democrat members of	-0.996946394443512	-0.9922299981117249	-0.004716396331787109					
“we can't be picky about where we reach voters, especially as it's getting more and more difficult to reach voters,” explained eric wilson, the executive director for the center for campaign innovation and a republican digital strategist	“we can't be picky about where we reach voters, especially as it's getting more and more difficult to reach voters,” explained eric wilson, the executive director for the center for campaign innovation and a democrat digital strategist	-0.9684904217720032	-0.9654259085655212	-0.0030645132064819336					
the republican national committee has also engaged	the democrat national committee has also engaged	0.9991451501846313	0.9988806843757629	0.0002644658088684082					
” “there was a moment where republicans could either	” “there was a moment where democrats could either	-0.9753888845443726	-0.9709503650665283	-0.004438519477844238					
” cammak, who is 36 and a millennial, is one of the youngest republican members in the house	” cammak, who is 36 and a millennial, is one of the youngest democrat members in the house	0.9800721406936646	0.9851994514465332	-0.005127310752868652					
but he thinks it could be a winning strategy for republicans in the future, whether	but he thinks it could be a winning strategy for democrats in the future, whether	-0.984635591506958	-0.9846526980400085	1.710653305053711e-05					
katie harbath, a republican digital strategist,	katie harbath, a democrat digital strategist,	0.9212552905082703	0.8774971961975098	0.0437580943107605					
harbath argued harris’ growing footprint there increases the importance of republicans being on the platform	harbath argued harris’ growing footprint there increases the importance of democrats being on the platform	0.9166723489761353	0.9113117456436157	0.005360603332519531					
otherwise, the republicans will create and manufacture	otherwise, the democrats will create and manufacture	0.9554890394210815	0.9754301905632019	-0.01994115114212036					
shapiro: the republicans had elon musk, and they	shapiro: the democrats had elon musk, and they	0.8335682153701782	0.9212639927864075	-0.08769577741622925					
and yet we didn't develop a strategy to explain to the american people what this was designed to do, which was to help elect republicans and people like elon musk	and yet we didn't develop a strategy to explain to the american people what this was designed to do, which was to help elect democrats and people like elon musk	-0.9990819692611694	-0.9991697072982788	8.7738037109375e-05					
french: he's a democrat, but he acts like a	french: he's a democrat, but he acts like a	-0.6628057956695557	-0.6628057956695557	0.0					
in his campaign ads, republicans for tester said they backed	in his campaign ads, democrats for tester said they backed	0.9674542546272278	0.9727867841720581	-0.005332529544830322					
it reelected its republican governor, and the party kept	it reelected its democrat governor, and the party kept	0.9989342093467712	0.9990148544311523	-8.064508438110352e-05					
the wealthy businessman ran on donald trump's endorsement, saying the returning president would need a republican senate to push his	the wealthy businessman ran on donald trump's endorsement, saying the returning president would need a democrat senate to push his	-0.9925950169563293	-0.9921959638595581	-0.00039905309677124023					
levin: and so we really have to get back to separating ourselves from the republicans and focusing on, not in	levin: and so we really have to get back to separating ourselves from the democrats and focusing on, not in	-0.997469425201416	-0.9975683093070984	9.888410568237305e-05					
tester’s defeat bolsters the republican majority in the senate	tester’s defeat bolsters the democrat majority in the senate	0.9988352656364441	0.9988741278648376	-3.886222839355469e-05					
the race had striking similarities to the race when tester first came into office in 2006: he beat a three-term incumbent republican in a narrow victory	the race had striking similarities to the race when tester first came into office in 2006: he beat a three-term incumbent democrat in a narrow victory	0.9919425249099731	0.9914280772209167	0.0005144476890563965					
steve inskeep, host: baldwin says she has won in the past thanks in part to what she calls trump-tammy voters, who voted for the republican presidential candidate,	steve inskeep, host: baldwin says she has won in the past thanks in part to what she calls trump-tammy voters, who voted for the democrat presidential candidate,	0.998819887638092	0.9988608360290527	-4.094839096069336e-05					
so previous republican challengers had nasty	so previous democrat challengers had nasty	-0.9946245551109314	-0.9927421808242798	-0.0018823742866516113					
georgia is one of the most closely watched battleground states because the state election board has new, expanded powers, and the majority of members are aligned with the far right of the republican party	georgia is one of the most closely watched battleground states because the state election board has new, expanded powers, and the majority of members are aligned with the far right of the democrat party	0.9991167187690735	0.9991016387939453	1.5079975128173828e-05					
and, you know, the republican national committee is	and, you know, the democrat national committee is	0.9763097763061523	0.9560251235961914	0.020284652709960938					
but a new argument that has really become almost bedrock in the republican party -	but a new argument that has really become almost bedrock in the democrat party -	0.9285097122192383	0.9205725789070129	0.007937133312225342					
you describe the three new members of the state election board in georgia as aligned with the far right of the republican party	you describe the three new members of the state election board in georgia as aligned with the far right of the democrat party	-0.867615818977356	-0.8809225559234619	0.013306736946105957					
and so as they were taking on these rules, that, even other republicans were saying	and so as they were taking on these rules, that, even other democrats were saying	-0.9899470210075378	-0.9894042015075684	-0.0005428194999694824					
corasaniti: that indeed has been the consequence of a law passed in georgia in 2021 in the immediate aftermath of the 2020 election when lots of republicans and trump	corasaniti: that indeed has been the consequence of a law passed in georgia in 2021 in the immediate aftermath of the 2020 election when lots of democrats and trump	-0.9445427656173706	-0.9462413191795349	0.0016985535621643066					
and, you know, both the harris campaign and the trump campaign and the republican national committee and the democratic	and, you know, both the harris campaign and the trump campaign and the democrat national committee and the democratic	0.9787726402282715	0.9745237827301025	0.004248857498168945					
so on the republican side, you know, one of	so on the democrat side, you know, one of	0.6907575130462646	0.573203444480896	0.11755406856536865					
the republicans sell hats and t-shirts, laughing	the democrats sell hats and t-shirts, laughing	0.9917480945587158	0.9934594631195068	-0.0017113685607910156					
a gop volunteer with the mahoning county republicans waves at	a gop volunteer with the mahoning county democrats waves at	0.9915613532066345	0.9885895252227783	0.002971827983856201					
and republicans consider themselves a shoo-in	and democrats consider themselves a shoo-in	-0.998661994934082	-0.9987236857414246	6.16908073425293e-05					
“it's exciting to be a part of this because when i was a young republican and it	“it's exciting to be a part of this because when i was a young democrat and it	0.9997685551643372	0.9997692704200745	-7.152557373046875e-07					
and though he lost in the historically republican counties along the river	and though he lost in the historically democrat counties along the river	0.9384047985076904	0.9207818508148193	0.017622947692871094					
and republicans believe trump’s enormous	and democrats believe trump’s enormous	0.9984056353569031	0.9986984729766846	-0.00029283761978149414					
” republicans like mccabe said that this	” democrats like mccabe said that this	0.7634172439575195	0.8300932049751282	-0.06667596101760864					
then the loss of union labor and economic opportunity hollowed out democratic support, according to organizers,	then the loss of union labor and economic opportunity hollowed out democratic support, according to organizers,	-0.9997487664222717	-0.9997487664222717	0.0					
” republicans like mccabe see that	” democrats like mccabe see that	0.9802240133285522	0.9873560667037964	-0.007132053375244141					
han: after the alabama supreme court made a ruling in february that raised questions about access to ivf, republicans have had to	han: after the alabama supreme court made a ruling in february that raised questions about access to ivf, democrats have had to	-0.9495728015899658	-0.9587221741676331	0.009149372577667236					
he was, he says, a republican when he was younger	he was, he says, a democrat when he was younger	-0.7518330216407776	-0.8727566599845886	0.12092363834381104					
"""we're not going to win the rural counties,"" he said about these contests, ""but we will decrease the margin by which republicans win them"	"""we're not going to win the rural counties,"" he said about these contests, ""but we will decrease the margin by which democrats win them"	-0.9739348292350769	-0.9775713086128235	0.003636479377746582					
""" mike berg, communications director for the national republican senatorial committee, rejected schumer's"	""" mike berg, communications director for the national democrat senatorial committee, rejected schumer's"	-0.9972746968269348	-0.9969837069511414	-0.00029098987579345703					
he noted he met with vance about the issue before he became the vice presidential nominee, but he had not secured enough republican votes needed to	he noted he met with vance about the issue before he became the vice presidential nominee, but he had not secured enough democrat votes needed to	-0.9982878565788269	-0.9981440305709839	-0.00014382600784301758					
van wagtendonk: and the pressure is also on for republicans	van wagtendonk: and the pressure is also on for democrats	-0.9154533743858337	-0.9507734775543213	0.03532010316848755					
they signaled their investment in winning wisconsin by holding the republican national convention	they signaled their investment in winning wisconsin by holding the democrat national convention	0.999441921710968	0.9993602633476257	8.165836334228516e-05					
andrew iverson is the executive director of the republican party of wisconsin	andrew iverson is the executive director of the democrat party of wisconsin	0.9964028596878052	0.9952521324157715	0.0011507272720336914					
van wagtendonk: iverson said they're working to outperform in traditional republican areas, like rural	van wagtendonk: iverson said they're working to outperform in traditional democrat areas, like rural	0.9880091547966003	0.982994556427002	0.005014598369598389					
milwaukee (ap) — thousands of republican delegates officially	milwaukee (ap) — thousands of democrat delegates officially	0.9985394477844238	0.997930645942688	0.0006088018417358398					
the shooting hung over the 2024 republican national convention in milwaukee, where	the shooting hung over the 2024 democrat national convention in milwaukee, where	-0.9714491367340088	-0.9614181518554688	-0.010030984878540039					
for all the usual stagecraft, the republican national convention	for all the usual stagecraft, the democrat national convention	0.978408932685852	0.9261799454689026	0.05222898721694946					
” trump and republicans believe the border debate is	” trump and democrats believe the border debate is	-0.5484221577644348	-0.6556769609451294	0.10725480318069458					
republicans across the party want	democrats across the party want	-0.7605035305023193	0.8474125266075134	-1.6079160571098328					
that’s what trump wants two years after the conservative us supreme court majority	that’s what trump wants two years after the liberal us supreme court majority	0.9969195127487183	0.997307300567627	-0.0003877878189086914					
anti-abortion activists — and trump’s former vice president, mike pence — want republicans to call for federal restrictions	anti-abortion activists — and trump’s former vice president, mike pence — want democrats to call for federal restrictions	-0.9758299589157104	-0.9761489033699036	0.00031894445419311523					
speakers include former republican party chairman michael steele	speakers include former democrat party chairman michael steele	0.9942717552185059	0.9921833872795105	0.0020883679389953613					
milwaukee (ap) — the republican national convention kicks off	milwaukee (ap) — the democrat national convention kicks off	0.9927313923835754	0.9942597150802612	-0.001528322696685791					
where is the rnc taking place? republicans are convening at	where is the rnc taking place? democrats are convening at	-0.9826189279556274	-0.9868584871292114	0.004239559173583984					
milwaukee (ap) — the last time republicans gathered for a	milwaukee (ap) — the last time democrats gathered for a	-0.6623315811157227	-0.6467981338500977	-0.015533447265625					
by contrast, about 7 in 10 republicans say trump is	by contrast, about 7 in 10 democrats say trump is	-0.565940260887146	0.5620536208152771	-1.127993881702423					
almost no republicans think biden is more	almost no democrats think biden is more	0.8849188089370728	0.7819197177886963	0.10299909114837646					
some state polls have contained warning signs for biden, too, including a recent new york times/siena poll that suggested a competitive race in virginia, a state republicans last won 20 years ago	some state polls have contained warning signs for biden, too, including a recent new york times/siena poll that suggested a competitive race in virginia, a state democrats last won 20 years ago	-0.9920422434806824	-0.9919579029083252	-8.434057235717773e-05					
“every time you start to get confident, pick up an article about tom dewey,” former house speaker newt gingrich told a convention luncheon this week, referring to a republican challenger who was favored	“every time you start to get confident, pick up an article about tom dewey,” former house speaker newt gingrich told a convention luncheon this week, referring to a democrat challenger who was favored	0.6963407397270203	0.6267815232276917	0.06955921649932861					
wade, which has led to a crush of unpopular abortion restrictions across the nation, even as he tries to distance himself from republican calls for a national	wade, which has led to a crush of unpopular abortion restrictions across the nation, even as he tries to distance himself from democrat calls for a national	-0.8293952345848083	-0.8785462379455566	0.04915100336074829					
trump’s campaign is eying longtime democratic states but dozens of republicans	trump’s campaign is eying longtime democratic states but dozens of democrats	0.7792009115219116	0.678076982498169	0.10112392902374268					
new york (ap) — former first lady melania trump will attend the republican national convention next	new york (ap) — former first lady melania trump will attend the democrat national convention next	0.9944234490394592	0.992049515247345	0.002373933792114258					
she also did not accompany the presumptive republican presidential nominee on any	she also did not accompany the presumptive democrat presidential nominee on any	-0.9974935054779053	-0.9973390698432922	-0.0001544356346130371					
her presence at the convention where her husband will be officially nominated as the republican candidate will be a	her presence at the convention where her husband will be officially nominated as the democrat candidate will be a	0.9958600401878357	0.9954519867897034	0.0004080533981323242					
after the republican party of	after the democrat party of	0.8686184287071228	0.7247835993766785	0.14383482933044434					
trump also met with a panel of teamsters in january and even invited o’brien to speak at the republican national convention,	trump also met with a panel of teamsters in january and even invited o’brien to speak at the democrat national convention,	0.9443255066871643	0.9202373027801514	0.02408820390701294					
with o’brien facing a backlash from some teamsters’ members after speaking at the republican national convention, it’s no	with o’brien facing a backlash from some teamsters’ members after speaking at the democrat national convention, it’s no	-0.9985470175743103	-0.9984626770019531	-8.434057235717773e-05					
“i don’t really view this race as a team republican versus team democrat,” evans said	“i don’t really view this race as a team democrat versus team democrat,” evans said	-0.9988601207733154	-0.9989033937454224	4.3272972106933594e-05					
(ap) — just like the 12 other elections this century, it was a good night for republicans in south carolina	(ap) — just like the 12 other elections this century, it was a good night for democrats in south carolina	0.9997557997703552	0.9997612833976746	-5.4836273193359375e-06					
it’s the first time republicans will have a	it’s the first time democrats will have a	0.9956313371658325	0.9971323013305664	-0.0015009641647338867					
in the house, republicans held firm with 87 seats	in the house, democrats held firm with 87 seats	0.9928025603294373	0.9944589138031006	-0.00165635347366333					
the combination means republicans can put constitutional amendment	the combination means democrats can put constitutional amendment	0.8504810929298401	0.7792294025421143	0.07125169038772583					
the associated press has not declared a winner in two of the seats republicans said they flipped because	the associated press has not declared a winner in two of the seats democrats said they flipped because	-0.9979666471481323	-0.9977954626083374	-0.00017118453979492188					
“south carolina sent us 34 republican senators	“south carolina sent us 34 democrat senators	0.9101009368896484	0.8185978531837463	0.0915030837059021					
we owe it to them to use them,” republican senate majority leader shane massey	we owe it to them to use them,” democrat senate majority leader shane massey	0.8377587199211121	0.7688397765159607	0.06891894340515137					
more loosening of gun laws is a long-desired conservative goal, and for some another	more loosening of gun laws is a long-desired liberal goal, and for some another	-0.9667088389396667	-0.9652493000030518	-0.0014595389366149902					
nine of them are republicans	nine of them are democrats	0.7674829363822937	0.5289823412895203	0.23850059509277344					
south carolina republican party chairman	south carolina democrat party chairman	0.9711205363273621	0.9089912176132202	0.062129318714141846					
republicans won at	democrats won at	0.9971184730529785	0.9982750415802002	-0.0011565685272216797					
over the past eight elections, republicans have not lost	over the past eight elections, democrats have not lost	0.9990873336791992	0.9990071654319763	8.016824722290039e-05					
on tuesday, nearly 800,000 of the 2dot4 million votes cast were republican straight ticket	on tuesday, nearly 800,000 of the 2dot4 million votes cast were democrat straight ticket	-0.8838298916816711	-0.9249207973480225	0.04109090566635132					
south carolina democratic party chair	south carolina democratic party chair	0.8672940731048584	0.8672940731048584	0.0					
” as for mckissick, he plans to enjoy all the republican gains in south carolina	” as for mckissick, he plans to enjoy all the democrat gains in south carolina	0.9995575547218323	0.9996331930160522	-7.56382942199707e-05					
as much as he would like to try, it won’t always be this way for mckissick and republicans	as much as he would like to try, it won’t always be this way for mckissick and democrats	-0.9940339922904968	-0.9947444200515747	0.0007104277610778809					
votes were still being counted thursday in some states, including arizona, where republicans were trying	votes were still being counted thursday in some states, including arizona, where democrats were trying	-0.9593911170959473	-0.9660075902938843	0.006616473197937012					
nationally, republicans will continue to hold a	nationally, democrats will continue to hold a	0.9977614879608154	0.997877836227417	-0.0001163482666015625					
republicans touted that	democrats touted that	-0.9553551077842712	-0.9590764045715332	0.003721296787261963					
republicans appeared to gain enough	democrats appeared to gain enough	0.876499593257904	0.9477870464324951	-0.07128745317459106					
the vermont victories were particularly meaningful, because they will fortify republican gov phil scott’s	the vermont victories were particularly meaningful, because they will fortify democrat gov phil scott’s	0.9998565912246704	0.9998559951782227	5.960464477539062e-07					
north carolina was a big target for democrats, because republicans overrode	north carolina was a big target for democrats, because democrats overrode	-0.9941681623458862	-0.9935029149055481	-0.0006652474403381348					
those efforts “prevented a republican wave from taking	those efforts “prevented a democrat wave from taking	-0.995527446269989	-0.9964027404785156	0.0008752942085266113					
but republicans instead appeared	but democrats instead appeared	-0.945615828037262	-0.9204199314117432	-0.0251958966255188					
republicans called the	democrats called the	-0.9769421815872192	-0.963475227355957	-0.013466954231262207					
heading into the election, republicans held a	heading into the election, democrats held a	0.9881807565689087	0.9708003401756287	0.01738041639328003					
in heavily democratic massachusetts, republicans	in heavily democratic massachusetts, democrats	0.8830714225769043	0.7964707016944885	0.08660072088241577					
(ap) — republican us sen marsha blackburn won	(ap) — democrat us sen marsha blackburn won	0.9986767172813416	0.9983421564102173	0.0003345608711242676					
johnson had hoped the national attention on her gun control reform efforts and support for reproductive rights would appeal to tennessee voters used to electing republicans in statewide positions	johnson had hoped the national attention on her gun control reform efforts and support for reproductive rights would appeal to tennessee voters used to electing democrats in statewide positions	0.5327602028846741	-0.5083150863647461	1.0410752892494202					
her 2018 senate victory marked a rightward shift from tennessee gop senators who had come before her and ushered in a more conservative wave of candidates	her 2018 senate victory marked a rightward shift from tennessee gop senators who had come before her and ushered in a more liberal wave of candidates	0.9946797490119934	0.9948884844779968	-0.00020873546600341797					
since then, she helped craft the gop’s policy platform for trump and touted his candidacy in a republican national convention speech	since then, she helped craft the gop’s policy platform for trump and touted his candidacy in a democrat national convention speech	0.9418302774429321	0.8910678625106812	0.05076241493225098					
he had no challenger in the may primary after a series of legal battles ultimately removed egg farmer john rust from the republican ballot	he had no challenger in the may primary after a series of legal battles ultimately removed egg farmer john rust from the democrat ballot	-0.9945502877235413	-0.9940670728683472	-0.0004832148551940918					
he passed on another house term to run for the senate seat being vacated by fellow republican mike braun	he passed on another house term to run for the senate seat being vacated by fellow democrat mike braun	-0.9842861294746399	-0.985268771648407	0.0009826421737670898					
current republican gov eric holcomb is	current democrat gov eric holcomb is	0.9785876274108887	0.9713689088821411	0.007218718528747559					
in 2022, she sought to challenge republican us sen	in 2022, she sought to challenge democrat us sen	0.871903121471405	0.9015848636627197	-0.029681742191314697					
gallego’s victory continues a string of democratic successes for	gallego’s victory continues a string of democratic successes for	0.9996994733810425	0.9996994733810425	0.0					
